TimeStamp,Column1,TotalCores
2017-01-07 21:00,m3str,129767
2017-01-07 21:00,m4str,90832
2017-01-07 22:00,m1str,151028
2017-01-07 22:00,m2str,143695
2017-01-07 22:00,m3str,128905
2017-01-07 22:00,m4str,90231
2017-01-07 23:00,m1str,153300
2017-01-07 23:00,m2str,141935
2017-01-07 23:00,m3str,128503
2017-01-07 23:00,m4str,92171
2017-01-08 00:00,m1str,152152
2017-01-08 00:00,m2str,140209
2017-01-08 00:00,m3str,127727
2017-01-08 00:00,m4str,91911
2017-01-08 01:00,m1str,149824
2017-01-08 01:00,m2str,139955
2017-01-08 01:00,m3str,125571
2017-01-08 01:00,m4str,89371
2017-01-08 02:00,m1str,150336
2017-01-08 02:00,m2str,139090
2017-01-08 02:00,m3str,125744
2017-01-08 02:00,m4str,90360
2017-01-08 03:00,m1str,150152
2017-01-08 03:00,m2str,137623
2017-01-08 03:00,m3str,125065
2017-01-08 03:00,m4str,90671
2017-01-08 04:00,m1str,150276
2017-01-08 04:00,m2str,137609
2017-01-08 04:00,m3str,125047
2017-01-08 04:00,m4str,90748
2017-01-08 05:00,m1str,151032
2017-01-08 05:00,m2str,138017
2017-01-08 05:00,m3str,125447
2017-01-08 05:00,m4str,91527
2017-01-08 06:00,m1str,154436
2017-01-08 06:00,m2str,137827
2017-01-08 06:00,m3str,128535
2017-01-08 06:00,m4str,94982
2017-01-08 07:00,m1str,153412
2017-01-08 07:00,m2str,137883
2017-01-08 07:00,m3str,127489
2017-01-08 07:00,m4str,93611
2017-01-08 08:00,m1str,151580
2017-01-08 08:00,m2str,139017
2017-01-08 08:00,m3str,126367
2017-01-08 08:00,m4str,91740
2017-01-08 09:00,m1str,151344
2017-01-08 09:00,m2str,140764
2017-01-08 09:00,m3str,126726
2017-01-08 09:00,m4str,90707
2017-01-08 10:00,m1str,150452
2017-01-08 10:00,m2str,141103
2017-01-08 10:00,m3str,126715
2017-01-08 10:00,m4str,90135
2017-01-08 11:00,m1str,150672
2017-01-08 11:00,m2str,141829
2017-01-08 11:00,m3str,127543
2017-01-08 11:00,m4str,90245
2017-01-08 12:00,m1str,150560
2017-01-08 12:00,m2str,142858
2017-01-08 12:00,m3str,128008
2017-01-08 12:00,m4str,90162
2017-01-08 13:00,m1str,149800
2017-01-08 13:00,m2str,143153
2017-01-08 13:00,m3str,127781
2017-01-08 13:00,m4str,89925
2017-01-08 14:00,m1str,153168
2017-01-08 14:00,m2str,143012
2017-01-08 14:00,m3str,130414
2017-01-08 14:00,m4str,92253
2017-01-08 15:00,m1str,155768
2017-01-08 15:00,m2str,144194
2017-01-08 15:00,m3str,131266
2017-01-08 15:00,m4str,93023
2017-01-08 16:00,m1str,154456
2017-01-08 16:00,m2str,144168
2017-01-08 16:00,m3str,130606
2017-01-08 16:00,m4str,92064
2017-01-08 17:00,m1str,152036
2017-01-08 17:00,m2str,143680
2017-01-08 17:00,m3str,130438
2017-01-08 17:00,m4str,91522
2017-01-08 18:00,m1str,151796
2017-01-08 18:00,m2str,143957
2017-01-08 18:00,m3str,130829
2017-01-08 18:00,m4str,91477
2017-01-08 19:00,m1str,151556
2017-01-08 19:00,m2str,143249
2017-01-08 19:00,m3str,130305
2017-01-08 19:00,m4str,90871
2017-01-08 20:00,m1str,152472
2017-01-08 20:00,m2str,143434
2017-01-08 20:00,m3str,129830
2017-01-08 20:00,m4str,90991
2017-01-08 21:00,m1str,152332
2017-01-08 21:00,m2str,141729
2017-01-08 21:00,m3str,128903
2017-01-08 21:00,m4str,91217
2017-01-08 22:00,m1str,151788
2017-01-08 22:00,m2str,140285
2017-01-08 22:00,m3str,127217
2017-01-08 22:00,m4str,90374
2017-01-08 23:00,m1str,154048
2017-01-08 23:00,m2str,139671
2017-01-08 23:00,m3str,127173
2017-01-08 23:00,m4str,92166
2017-01-09 00:00,m1str,152860
2017-01-09 00:00,m2str,138038
2017-01-09 00:00,m3str,126760
2017-01-09 00:00,m4str,91927
2017-01-09 01:00,m1str,151476
